sapl_id,tipo,numero,ano,data,dist,escopo,janela,ementa,na_selecao,materia_sapl_id,materia_resumo,situacao,n_altera,n_alterada_por,n_revoga,n_revogada_por,n_suspende,n_regulamenta
11891,Lei ordinária,5698,2023,2023-12-18,0,ESCOPO,analise,"– Autoriza o Poder Executivo a realizar a renúncia de receitas de taxas e multas estaduais dos 766 (setecentos e sessenta e seis) veículos e sucatas, a serem al",True,33831,PL 194/2023,vigente (presumida),0,0,0,0,0,0
11664,Lei ordinária,5623,2023,2023-09-22,0,ESCOPO,analise,"Dispõe sobre a proibição do uso de fogos de artifício e artefatos pirotécnicos com estampido, no âmbito do Estado de Rondônia e dá outras providências.",True,31350,PL 9/2023,vigente (presumida),0,0,0,0,0,0
11637,Lei ordinária,5611,2023,2023-09-05,0,ESCOPO,analise,"Altera a redação do inciso II do artigo 37 da Lei nº 3.686, de 08 de dezembro de 2015, que “Dispõe sobre o Sistema de Licenciamento Ambiental do Estado de Rondô",True,32990,PL 106/2023,vigente (presumida),0,0,0,0,0,0
11607,Lei ordinária,5594,2023,2023-08-11,0,ESCOPO,analise,"Acrescenta dispositivos à Lei nº 3.686, de 8 de dezembro de 2015.",True,31592,PL 30/2023,vigente (presumida),0,0,0,0,0,0
11508,Lei ordinária,5567,2023,2023-06-22,0,ESCOPO,analise,"Institui normas gerais para produção, comércio, transporte, uso, armazenamento, aplicação, fiscalização, destinação final dos resíduos e embalagens dos agrotóxi",True,27264,PL 1487/2021,vigente (presumida),0,0,1,0,0,0
11510,Lei Complementar,1193,2023,2023-06-22,0,ESCOPO,analise,"Implanta no Estado de Rondônia, o Programa Permanente de Regularização Ambiental – PPRA, com o objetivo de promover a regularização ambiental dos imóveis rurais",True,32446,PL 22/2023,vigente (presumida),0,0,0,0,0,0
11263,Decreto Legislativo,2104,2023,2023-01-18,0,ESCOPO,analise,"Suspende a execução da Lei nº 4.564, de 23 de agosto de 2019, que “Acrescenta dispositivo da Lei nº 3.686, de 08 de dezembro de 2015, que “Dispõe sobre o Licenc",True,30614,PL 912/2022,vigente (presumida),0,0,0,0,1,0
11221,Lei ordinária,5510,2022,2022-12-21,0,ESCOPO,analise,"Altera o §1º do artigo 1º da Lei nº 3.686, de 8 de dezembro de 2015, que “Dispõe sobre o Sistema de Licenciamento Ambiental do Estado de Rondônia e dá outras pr",True,30805,PL 1728/2022,vigente (presumida),1,0,0,0,0,0
11199,Lei ordinária,5489,2022,2022-12-20,0,ESCOPO,analise,"Acrescenta dispositivo da Lei nº 3.686, de 08 de dezembro de 2015, que ""Dispõe sobre o Licenciamento Ambiental do Estado de Rondônia.""",True,30625,PL 1719/2022,vigente (presumida),0,0,0,0,0,0
10960,Lei ordinária,5429,2022,2022-09-26,0,ESCOPO,analise,"Dispõe sobre o exercício da profissão de gestor ambiental, no âmbito do Estado de Rondônia.",True,28331,PL 1561/2022,vigente (presumida),0,0,0,0,0,0
10919,Lei ordinária,5392,2022,2022-07-12,0,ESCOPO,analise,Institui programa de reciclagem de resíduos sólidos nos comércios no âmbito do Estado de Rondônia.,True,24831,PL 1130/2021,vigente (presumida),0,0,0,0,0,0
10545,Lei Complementar,1148,2022,2022-04-01,0,ESCOPO,analise,Remaneja e Renomeia Cargos  de Direção Superior da Secretaria de Estado do Desenvolvimento Ambiental - SEDAM  para a Procuradoria-Geral do Estado -  PGE  e dá o,True,28469,PL 170/2022,vigente (presumida),0,0,0,0,0,0
10470,Lei ordinária,5318,2022,2022-03-28,0,ESCOPO,analise,"Dispõe sobre os critérios a serem aplicados no manejo de passeriformes da fauna silvestre como animais de estimação, para todas as etapas de criação, manutenção",True,26725,PL 1450/2021,inconst. integral,0,0,0,0,0,0
10377,Lei ordinária,5281,2022,2022-01-12,0,ESCOPO,analise,Institui o “Setembro Cinza” no âmbito do Estado de Rondônia e dá outras providências.,True,25742,PL 1324/2021,vigente (presumida),0,0,0,0,0,0
10376,Lei ordinária,5280,2022,2022-01-12,1,PROVAVEL,analise,"Dispõe sobre a Política Estadual de Sustentabilidade da Aquicultura, revoga a Lei nº 3.437, de 9 de setembro de 2014, e dá outras providências.",False,27341,PL 1505/2021,vigente (presumida),0,0,1,0,0,0
10363,Lei ordinária,5267,2022,2022-01-12,0,ESCOPO,analise,"Institui a bacia hidrográfica como unidade territorial de planejamento do licenciamento ambiental, no Estado de Rondônia.",True,21466,PL 777/2020,vigente (presumida),0,0,0,0,0,0
10268,Lei ordinária,5225,2021,2021-12-22,0,ESCOPO,analise,"Altera e acresce dispositivos da Lei nº 3.943, de 12 de dezembro de 2016, que “Dispõe sobre o Fundo Especial de Proteção Ambiental - FEPRAM e dá outras providên",True,27394,PL 137/2021,vigente (presumida),1,0,0,0,0,0
10075,Decreto Legislativo,1422,2021,2021-10-27,0,ESCOPO,analise,"Suspende a execução da Lei nº 2.027, de 19 de janeiro de 2009, que ""Regulamenta o regime de compensação da reserva florestada no âmbito do Estado de Rondônia, n",True,26736,PL 431/2021,vigente (presumida),0,0,0,0,1,0
9856,Lei Complementar,1096,2021,2021-07-30,0,ESCOPO,analise,"Altera a redação do § 1º do artigo 2º da Lei Complementar nº 1.089, de 20 de maio de 2021, que ""Altera os limites da Reserva Extrativista Jaci-Paraná e do Parqu",True,24966,PL 106/2021,inconst. integral,0,0,0,0,0,0
9855,Lei Complementar,1095,2021,2021-07-30,0,ESCOPO,analise,"Altera o artigo 10 e dá nova redação ao ‘Anexo III e ao Adendo – Anexo IV da Lei Complementar nº 1.089, de 20 de maio de 2021, que “Altera os limites da Reserva",True,24815,PL 105/2021,inconst. integral,0,0,0,0,0,0
9854,Lei Complementar,1094,2021,2021-07-30,0,ESCOPO,analise,"Revoga os artigos 3º e 4º da Lei Complementar nº 1.089, de 20 de maio de 2021, que ""Altera os limites da Reserva Extrativista Jaci-Paraná e do Parque Estadual d",True,24814,PL 104/2021,inconst. integral,0,0,0,0,0,0
9726,Lei Complementar,1089,2021,2021-05-20,0,ESCOPO,analise,"Altera os limites da Reserva Extrativista Jaci-Paraná e do Parque Estadual de Guajará-Mirim, cria o Parque Estadual Ilha das Flores, o Parque Estadual Abaitará,",True,22364,PL 80/2020,inconst. parcial,0,0,0,0,0,0
9530,Lei ordinária,4887,2020,2020-11-24,0,ESCOPO,analise,"Altera a redação do Inciso II do artigo 37 da lei 3.686,08 de dezembro de 2015, que “Dispõe sobre o Sistema de Licenciamento Ambiental do Estado de Rondônia e d",True,21461,PL 772/2020,vigente (presumida),1,0,0,0,0,0
9466,Lei ordinária,4844,2020,2020-09-01,0,ESCOPO,analise,"Altera o caput do artigo 2º da Lei nº 2.508, de 6 de julho de 2011, que “Dispõe sobre a proibição da pesca profissional na bacia hidrográfica do Rio Guaporé e e",True,19289,PL 361/2019,vigente (presumida),1,0,0,0,0,0
9301,Lei ordinária,4725,2020,2020-04-06,0,ESCOPO,analise,Institui a Semana do Lixo Zero no Estado de Rondônia;,True,18461,PL 269/2019,vigente (presumida),0,0,0,0,0,0
9215,Lei ordinária,4670,2019,2019-12-06,0,ESCOPO,analise,Dispõe sobre procedimentos ambientais simplificados para implantação e operação de empreendimentos e/ou atividades de porte micro com potencial poluidor degrada,True,18730,PL 285/2019,vigente (presumida),0,0,0,0,0,0
9209,Lei ordinária,4664,2019,2019-11-28,0,ESCOPO,analise,"Dá nova redação aos artigos 4º e 7º da Lei no 3.945, de 12 de dezembro de 2016, que “Dispõe sobre o Conselho Estadual de Política Ambiental e dá outras providên",True,18243,PL 254/2019,vigente (presumida),1,0,0,0,0,0
9174,Lei ordinária,4643,2019,2019-11-07,0,ESCOPO,analise,"Autoriza o Poder Executivo a alienar bens considerados inservíveis para o Serviço Público, pertencentes à frota das Unidades: SEFIN, SEDUC, SEDAM, SUGESP, PGE e",True,19042,PL 323/2019,vigente (presumida),0,0,0,0,0,0
9152,Lei ordinária,4632,2019,2019-10-31,0,ESCOPO,analise,"Proíbe a queima de pneus e outros objetos correlatos que causem prejuízos à saúde e ao meio ambiente, inclusive, em manifestações públicas e dá outras providênc",True,17489,PL 110/2019,vigente (presumida),0,0,0,0,0,0
9120,Lei ordinária,4611,2019,2019-10-15,0,ESCOPO,analise,Institui a Política Estadual de Educação Ambiental e dá outras providências.,True,18241,PL 252/2019,vigente (presumida),0,0,0,0,0,0
9119,Lei ordinária,4610,2019,2019-10-15,0,ESCOPO,analise,"Estabelece critérios para a exigência de estudo de impacto ambiental e respectivo relatório do impacto sobre o meio ambiente - EIA/RIMA e revoga a Lei no 890, d",True,18242,PL 253/2019,vigente (presumida),0,0,1,0,0,0
9000,Lei ordinária,4564,2019,2019-08-23,0,ESCOPO,analise,"Acrescenta dispositivos da Lei nº 3.686, de 08 de dezembro de 2015, que ""Dispõe sobre o Licenciamento Ambiental do Estado de Rondônia.",True,16924,PL 19/2019,suspensa,0,0,0,0,0,0
8909,Lei ordinária,4513,2019,2019-06-07,0,ESCOPO,analise,"Institui dia 22 de setembro o ""Dia Estadual Sem Carro"", no âmbito do Estado de Rondônia.",True,16631,PL 9/2019,vigente (presumida),0,0,0,0,0,0
8764,Decreto Legislativo,1034,2018,2018-12-13,1,SEM_SINAL,analise,"Suspende a execução das Leis nº 3.679, de 30 novembro de 2015, nº 3.935, de 28 de novembro de 2016, nº 4.008, de 28 de março de 2017, nº 3.522, de 24 de março d",False,16540,PL 452/2018,vigente (presumida),0,0,0,0,0,0
8586,Lei Complementar,999,2018,2018-10-16,0,ESCOPO,analise,"EXTINGUE A ESTAÇÃO ECOLÓGICA SOLDADO DA BORRACHA, LOCALIZADA NOS MUNICÍPIOS DE PORTO VELHO E CUJUBIM, CRIADA PELO DECRETO N] 22.690, DE 20 DE MARÇO DE 2018.",True,16195,PL 242/2018,inconst. integral,0,0,0,0,0,0
8567,Lei ordinária,4379,2018,2018-09-28,0,ESCOPO,analise,"DISPÕE SOBRE OS CRITÉRIOS A SEREM APLICADOS NO MANEJO DE PASSERIFORMES DA FAUNA SILVESTRE, COMO ANIMAIS DE ESTIMAÇÃO, PARA TODAS AS ETAPAS DE CRIAÇÃO, MANUTENÇÃ",True,16132,PL 1062/2018,vigente (presumida),0,0,0,0,0,0
8506,Lei ordinária,4339,2018,2018-07-31,0,ESCOPO,analise,CRIA A SEMANA DA RECICLAGEM E MEIO AMBIENTE NAS ESCOLAS PÚBLICAS E DÁ OUTRAS PROVIDÊNCIAS.,True,15884,PL 991/2018,vigente (presumida),0,0,0,0,0,0
8484,Lei ordinária,4324,2018,2018-07-03,0,ESCOPO,analise,"ALTERA O PARÁGRAFO ÚNICO DO ARTIGO 27 DA LEI Nº 1.038, DE 22 DE JANEIRO DE 2002,  QUE &#8220;ESTABELECE DIRETRIZES PARA PROTEÇÃO À PESCA E ESTÍMULOS Á AQUICULTU",True,15598,PL 931/2018,vigente (presumida),1,0,0,0,0,0
8475,Lei Complementar,982,2018,2018-06-29,1,SEM_SINAL,analise,"REVOGA DISPOSITIVOS DA LEI COMPLEMENTAR Nº 581, DE 30 DE JUNHO DE 2010.

",False,15442,PL 205/2018,vigente (presumida),0,0,0,0,0,0
8373,Lei ordinária,4283,2018,2018-05-16,0,ESCOPO,analise,"REVOGA A LEI Nº 4.131, DE 05 DE SETEMBRO DE 2017, DÁ NOVA REDAÇÃO E ACRESCENTA DISPOSITIVOS À LEI Nº 3.686, DE 8 DE DEZEMBRO DE 2015, QUE ""DISPÕE SOBRE O SISTEM",True,15583,PL 936/2018,vigente (presumida),1,0,0,0,0,0
8352,Lei ordinária,4273,2018,2018-05-14,0,ESCOPO,analise,"ALTERA A REDAÇÃO DOS INCISOS III DO PARÁGRAFO ÚNICO DO ART. 2º, DO INCISO II DO PARÁGRAFO ÚNICO DO ART. 3º E REVOGA O INCISO VII DO ART. 3º DA LEI ESTADUAL 3935",True,15141,PL 863/2018,vigente (presumida),1,0,0,0,0,0
8320,Lei Complementar,974,2018,2018-04-16,0,ESCOPO,analise,"ALTERA DISPOSITIVOS DA LEI COMPLEMENTAR Nº 633, DE 13 DE SETEMBRO DE 2011, QUE &#8220;DISPÕE SOBRE A EXCLUSÃO DE ÁREAS DA ESTAÇÃO ECOLÓGICA ESTADUAL SERRA TRÊS ",True,10833,PL 102/2016,vigente (presumida),0,0,0,0,0,0
8310,Decreto Legislativo,818,2018,2018-04-12,0,ESCOPO,analise,"SUSPENDE A EXECUÇÃO DA INSTRUÇÃO NORMATIVA Nº 2, DE 09 DE AGOSTO DE 2017, QUE ""ESTABELECE REGRAS PARA APROVAÇÃO DAS ÁREAS DE RESERVA LEGAL NO ÂMBITO DO ESTADO D",True,15329,PL 240/2018,vigente (presumida),0,0,0,0,0,0
8291,Decreto Legislativo,804,2018,2018-04-06,0,ESCOPO,analise,"SUSTA OS EFEITOS DA PORTARIA Nº 80/2018/SEDAM-DIREX, DE 20 DE MARÇO DE 2018, QUE &#8220;DISPÕE SOBRE PROCESSOS DE LICENCIAMENTO AMBIENTAL DE EMPREENDIMENTOS DE ",True,15424,PL 255/2018,vigente (presumida),0,0,0,0,0,0
8294,Lei ordinária,4247,2018,2018-04-05,0,ESCOPO,analise,"DISPÕE SOBRE SONS E RUÍDOS, FIXA NÍVEIS E HORÁRIOS EM QUE SERÁ PERMITIDA SUA EMISSÃO, E DÁ OUTRAS PROVIDÊNCIAS.",True,14141,PL 800/2017,vigente (presumida),0,0,0,0,0,0
8272,Decreto Legislativo,800,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.683, DE 20 DE MARÇO DE 2018, QUE ""DISPÕE SOBRE A CRIAÇÃO DA RESERVA DE FAUNA PAU D'ÓLEO, NO MUNICÍPIO DE SÃO FRANCISCO DO GUAP",True,15380,PL 252/2018,inconst. integral,0,0,0,0,0,0
8271,Decreto Legislativo,799,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.681, DE 20 DE MARÇO DE 2018, QUE ""DISPÕE SOBRE A FLORESTA ESTADUAL DO RIO PARDO, CRIADA PELA LEI COMPLEMENTAR ESTADUAL Nº 581,",True,15379,PL 251/2018,inconst. integral,0,0,0,0,0,0
8270,Decreto Legislativo,798,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.684, DE 20 DE MARÇO DE 2018, QUE ""DISPÕE SOBRE A CRIAÇÃO DO PARQUE ESTADUAL ABAITARÁ, NO MUNICÍPIO DE PIMENTA BUENO, NO ESTADO",True,15378,PL 250/2018,inconst. integral,0,0,0,0,0,0
8269,Decreto Legislativo,797,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.688, DE 20 DE MARÇO DE A2018, QUE ""DISPÕE SOBRE A CRIAÇÃO DO PARQUE ESTADUAL ILHA DAS FLORES, NO MUNICÍPIO DE ALTA FLORESTA D'",True,15377,PL 249/2018,inconst. integral,0,0,0,0,0,0
8268,Decreto Legislativo,796,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.680, DE 20 DE MARÇO DE 2018, QUE ""DISPÕE SOBRE A ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PARDO, CRIADA PELA LEI COMPLEMENTAR ESTADUA",True,15376,PL 248/2018,inconst. integral,0,0,0,0,0,0
8267,Decreto Legislativo,795,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.685, DE 20 DE MARÇO DE 2018, QUE ""DISPÕE SOBRE A CRIAÇÃO DA RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL RIO MACHADO, NO MUNICÍPIO D",True,15375,PL 247/2018,inconst. integral,0,0,0,0,0,0
8266,Decreto Legislativo,794,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.686, DE 20 DE MARÇO DE 2018, QUE ""DISPÕE SOBRE A CRIAÇÃO DA RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL LIMOEIRO, NO MUNICÍPIO DE S",True,15374,PL 246/2018,inconst. integral,0,0,0,0,0,0
8265,Decreto Legislativo,793,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.687, DE 20 DE MARÇO DE 2018, QUE ""DISPÕE SOBRE A CRIAÇÃO DA RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL SERRA GRANDE, NO MUNICÍPIO ",True,15373,PL 245/2018,inconst. integral,0,0,0,0,0,0
8264,Decreto Legislativo,792,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.689, DE 20 DE  MARÇO DE 2018, QUE ""DISPÕE SOBRE A CRIAÇÃO DA RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BOM JARDIM, NO MUNICÍPIO D",True,15372,PL 244/2018,inconst. integral,0,0,0,0,0,0
8263,Decreto Legislativo,791,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO Nº 22.682, DE 20 DE MARÇO DE 2018, QUE ""DISPÕE SOBRE A CRIAÇÃO DA ESTAÇÃO ECOLÓGICA UMIRIZAL, NO MUNICÍPIO DE PORTO VELHO, NO ESTADO",True,15371,PL 243/2018,inconst. integral,0,0,0,0,0,0
8262,Decreto Legislativo,790,2018,2018-03-28,0,ESCOPO,analise,"SUSTA OS EFEITOS DO DECRETO N° 22.690, DE 20 DE MARÇO DE 2018, QUE ""DISPÕE SOBRE A CRIAÇÃO DA ESTAÇÃO ECOLÓGICA SOLDADO DA BORRACHA, NOS MUNICÍPIOS DE PORTO VEL",True,15370,PL 242/2018,inconst. integral,0,0,0,0,0,0
8238,Lei ordinária,4228,2017,2017-12-21,0,ESCOPO,analise,"DISPÕE SOBRE A CRIAÇÃO DE RESERVA FLORESTAL PELO PODER EXECUTIVO DO ESTADO DE RONDÔNIA, E DÁ OUTRAS PROVIDÊNCIAS.",True,14127,PL 791/2017,inconst. integral,0,0,0,0,0,0
8222,Lei ordinária,4223,2017,2017-12-18,0,ESCOPO,analise,"ALTERA DISPOSITIVO DA LEI Nº 1.841, DE 28 DEZEMBRO DE 2007, QUE ""DISPÕE SOBRE PRODUÇÃO, COMERCIALIZAÇÃO, TRANSPORTE, ARMAZENAMENTO E USO DE AGROTÓXICOS, SEUS CO",True,14590,PL 855/2017,vigente (presumida),1,0,0,0,0,0
8137,Lei ordinária,4141,2017,2017-09-21,0,ESCOPO,analise,"DISPÕE SOBRE A PROIBIÇÃO DO ARMAZENAMENTO, INDUSTRIALIZAÇÃO E COMERCIALIZAÇÃO DE PRODUTOS QUE CONTENHAM O AMIANTO OU ASBESTO EM SUA COMPOSIÇÃO NO ESTADO DE ROND",True,12891,PL 645/2017,vigente (presumida),0,0,0,0,0,0
8053,Lei ordinária,4131,2017,2017-09-14,0,ESCOPO,analise,"ALTERA DISPOSITIVOS DA LEI N. 3.686, DE 08 DE DEZEMBRO DE 2015, QUE ""DISPÕE SOBRE LICENCIAMENTO AMBIENTAL DO ESTADO DE RONDÔNIA E DÁ OUTRAS PROVIDÊNCIAS.",True,13119,PL 677/2017,vigente (presumida),1,1,0,0,0,0
7914,Lei ordinária,4044,2017,2017-04-24,0,ESCOPO,analise,"REVOGA DISPOSITIVOS DA LEI Nº3.925, DE 17 DE OUTUBRO DE 2016, QUE ""ESTABELECE MEDIDAS COMPENSATÓRIAS FLORESTAIS PARA EMPREENDIMENTOS MINERÁRIOS LOCALIZADOS EM Á",True,12239,PL 563/2017,vigente (presumida),1,0,0,0,0,0
7761,Lei Complementar,918,2016,2016-12-19,1,SEM_SINAL,analise,"ALTERA  DISPOSITIVO DA LEI COMPLEMENTAR N° 633, DE 13 DE SETEMBRO DE 2011.",False,11705,PL 117/2016,inconst. integral,1,0,0,0,0,0
7755,Lei ordinária,3945,2016,2016-12-12,0,ESCOPO,analise,DISPÕE SOBRE O CONSELHO ESTADUAL DE POLÍTICA AMBIENTAL E DÁ OUTRAS PROVIDÊNCIAS.,True,12096,PL 527/2016,vigente (presumida),0,2,0,0,0,0
7758,Lei ordinária,3943,2016,2016-12-12,0,ESCOPO,analise,DISPÕE SOBRE O FUNDO ESPECIAL DE PROTEÇÃO AMBIENTAL - FEPRAM E DÁ OUTRAS PROVIDÊNCIAS.,True,12098,PL 528/2016,vigente (presumida),0,1,0,0,0,0
7759,Lei ordinária,3941,2016,2016-12-12,0,ESCOPO,analise,"ALTERA E ACRESCENTA DISPOSITIVOS À LEI Nº 3.686, DE 8 DE DEZEMBRO DE 2015, QUE ""DISPÕE SOBRE O SISTEMA DE LICENCIAMENTO AMBIENTAL DO ESTADO DE RONDÔNIA E DÁ OUT",True,12092,PL 522/2016,vigente (presumida),1,0,0,0,0,0
7741,Lei ordinária,3935,2016,2016-11-28,0,ESCOPO,analise,"ESTABELECE DIRETRIZES QUANTO À DOCUMENTAÇÃO A SER APRESENTADA PARA APROVAÇÃO DE PLANO DE MANEJO FLORESTAL EM ÁREAS DE POSSE RURAL, TENDO COMO OBJETIVO O DESENVO",True,10270,PL 345/2016,vigente (presumida),0,1,0,0,0,0
7718,Lei Complementar,904,2016,2016-11-03,0,ESCOPO,analise,TRANSFORMA EM ESTÂNCIA TURÍSTICA O MUNICÍPIO DE SÃO FRANCISCO DO GUAPORÉ.,True,10456,PL 81/2016,vigente (presumida),0,0,0,0,0,0
7693,Lei ordinária,3925,2016,2016-10-17,0,ESCOPO,analise,ESTABELECE MEDIDAS COMPENSATÓRIAS FLORESTAIS PARA EMPREENDIMENTOS MINERÁRIOS LOCALIZADOS  EM ÁREA DE RESERVA LEGAL E DÁ OUTRAS PROVIDÊNCIAS.,True,11678,PL 490/2016,vigente (presumida),0,1,0,0,0,0
7686,Lei ordinária,3918,2016,2016-10-14,0,ESCOPO,analise,"INSTITUI O PROJETO ""PLANTANDO O VERDE"" NAS ESCOLAS DA REDE PÚBLICA DE ENSINO NO ÂMBITO DO ESTADO DE RONDÔNIA"".",True,10333,PL 352/2016,vigente (presumida),0,0,0,0,0,0
7659,Resolução,353,2016,2016-09-06,0,ESCOPO,analise,"DISPÕE SOBRE A SEPARAÇÃO DOS RESÍDUOS RECICLÁVEIS DESCARTADOS PELA ASSEMBLÉIA LEGISLATIVA, NA FONTE GERADORA, E A SUA DESTINAÇÃO ÀS ASSOCIAÇÕES E COOPERATIVAS D",True,9952,PL 50/2016,vigente (presumida),0,0,0,0,0,0
7580,Lei Complementar,892,2016,2016-07-04,0,ESCOPO,analise,"ACRESCENTA O ARTIGO 31-A A LEI COMPLEMENTAR 233, DE 6 DE JUNHO DE 2000, QUE ""DISPÕE SOBRE O ZONEAMENTO SOCIOECONOMICO-ECOLÓGICO DO ESTADO DE RONDÔNIA - ZSEE E D",True,10816,PL 101/2016,vigente (presumida),1,0,0,0,0,0
7568,Lei Complementar,891,2016,2016-07-04,0,ESCOPO,analise,"ACRESCENTA DISPOSITIVOS DA LEI COMPLEMENTAR Nº 647, DE 20 DE DEZEMBRO DE 2011, E ALTERA OS ANEXOS II E III, DA LEI COMPLEMENTAR Nº 827, DE 15 DE JULHO DE 2015, ",True,10815,PL 100/2016,vigente (presumida),2,0,0,0,0,0
7442,Lei ordinária,3773,2016,2016-03-31,0,ESCOPO,analise,"INSTITUI O DIA 19 DE MARÇO COMO O ""DIA ESTADUAL DO MEIO AMBIENTE"".",True,9014,PL 203/2015,vigente (presumida),0,0,0,0,0,0
7422,Lei ordinária,3769,2016,2016-03-21,0,ESCOPO,analise,"ALTERA, ACRESCENTA E REVOGA DISPOSITIVOS DA LEI N. 3.686, DE 8 DE DEZEMBRO DE 2015, QUE ""DISPÕE SOBRE O SISTEMA DE LICENCIAMENTO AMBIENTAL DO ESTADO DE RONDÔNIA",True,9946,PL 319/2016,vigente (presumida),1,0,0,0,0,0
7303,Lei ordinária,3686,2015,2015-12-08,0,ESCOPO,analise,DISPÕE SOBRE O SISTEMA DE LICENCIAMENTO AMBIENTAL DO ESTADO DE RONDÔNIA E DÁ OUTRAS PROVIDÊNCIAS.,True,9254,PL 229/2015,inconst. parcial,0,6,0,0,0,0
7291,Lei ordinária,3679,2015,2015-11-30,0,ESCOPO,analise,ESTABELECE DIRETRIZES QUANTO A DOCUMENTAÇÃO A SER APRESENTADA EM PLANO DE MANEJO FLORESTAL EM ÁREAS DE POSSES RURAIS.,True,7958,PL 130/2015,vigente (presumida),0,0,0,0,0,0
7283,Lei ordinária,3672,2015,2015-11-27,1,SEM_SINAL,analise,"ALTERA A REDAÇÃO DA EMENTA E DO ARTIGO 1º, DA LEI Nº 3.653, DE 9 DE NOVEMBRO DE 2015, QUE INSTITUI A LIBERDADE RELIGIOSA DA HOASCA NO ESTADO DE RONDÔNIA. ",False,9236,PL 218/2015,vigente (presumida),1,0,0,0,0,0
